time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535591789.578207526,-0.207527,-0.434664,0.256359,0.364776,-0.280985,0.885919,0.0559793,-1.39591,-1.30067,2.21025,-0.442232,-1.26339,-1.74867,-1.21702
1535591789.597361595,-0.208465,-0.434466,0.255582,0.365237,-0.28117,0.885662,0.0561159,-1.39378,-1.30315,2.21094,-0.440717,-1.26335,-1.74701,-1.21709
1535591789.617864786,-0.209556,-0.434232,0.254677,0.365771,-0.281386,0.885363,0.0562708,-1.39131,-1.30604,2.21174,-0.438952,-1.2633,-1.74507,-1.21717
1535591789.638470765,-0.210798,-0.43396,0.253644,0.366377,-0.281633,0.885023,0.0564421,-1.38849,-1.30934,2.21264,-0.436941,-1.26324,-1.74286,-1.21727
1535591789.658828007,-0.212189,-0.433648,0.252483,0.367053,-0.281912,0.884642,0.0566276,-1.38532,-1.31304,2.21366,-0.434684,-1.26318,-1.74039,-1.21737
1535591789.679870101,-0.213727,-0.433294,0.251195,0.367797,-0.282223,0.884221,0.0568248,-1.38181,-1.31713,2.21479,-0.432185,-1.2631,-1.73764,-1.21749
1535591789.699887019,-0.21541,-0.432897,0.24978,0.368607,-0.282565,0.883761,0.0570311,-1.37797,-1.32162,2.21603,-0.429445,-1.26302,-1.73464,-1.21762
1535591789.721085940,-0.217236,-0.432453,0.24824,0.369481,-0.282939,0.883262,0.0572435,-1.37379,-1.3265,2.21737,-0.426467,-1.26294,-1.73137,-1.21776
1535591789.741999008,-0.2192,-0.431961,0.246576,0.370417,-0.283346,0.882726,0.057459,-1.36929,-1.33176,2.21882,-0.423255,-1.26284,-1.72784,-1.21791
1535591789.763463608,-0.2213,-0.431418,0.244787,0.37141,-0.283784,0.882153,0.0576742,-1.36446,-1.3374,2.22038,-0.419811,-1.26275,-1.72406,-1.21807
1535591789.781932080,-0.223533,-0.430821,0.242875,0.372459,-0.284255,0.881545,0.0578859,-1.35931,-1.34342,2.22204,-0.416138,-1.26264,-1.72003,-1.21825
1535591789.802779854,-0.225894,-0.430167,0.240842,0.373561,-0.284758,0.880903,0.0580904,-1.35384,-1.34981,2.2238,-0.412242,-1.26253,-1.71576,-1.21843
1535591789.822727229,-0.228381,-0.429454,0.238688,0.374711,-0.285294,0.880229,0.0582841,-1.34807,-1.35655,2.22566,-0.408124,-1.26241,-1.71124,-1.21862
1535591789.843285516,-0.230988,-0.428679,0.236414,0.375906,-0.285861,0.879523,0.0584632,-1.34199,-1.36365,2.22761,-0.40379,-1.26228,-1.70648,-1.21883
1535591789.863657285,-0.233712,-0.427839,0.234022,0.377143,-0.286461,0.878787,0.0586241,-1.33561,-1.3711,2.22967,-0.399244,-1.26215,-1.70149,-1.21904
1535591789.883803897,-0.236547,-0.42693,0.231513,0.378417,-0.287092,0.878024,0.0587627,-1.32894,-1.37889,2.23181,-0.394489,-1.26201,-1.69627,-1.21927
1535591789.904439859,-0.239489,-0.425951,0.228888,0.379725,-0.287754,0.877234,0.0588753,-1.32199,-1.38701,2.23405,-0.389532,-1.26187,-1.69083,-1.2195
1535591789.925415482,-0.242533,-0.424898,0.22615,0.381063,-0.288448,0.876421,0.058958,-1.31476,-1.39546,2.23638,-0.384376,-1.26172,-1.68518,-1.21974
1535591789.946666940,-0.245672,-0.423768,0.223301,0.382425,-0.289172,0.875585,0.059007,-1.30726,-1.40422,2.2388,-0.379027,-1.26156,-1.67931,-1.21999
1535591789.965847241,-0.248902,-0.422559,0.220341,0.383808,-0.289926,0.874729,0.0590185,-1.29949,-1.41329,2.2413,-0.37349,-1.2614,-1.67323,-1.22025
1535591789.988705674,-0.252216,-0.421268,0.217273,0.385207,-0.290708,0.873856,0.0589889,-1.29147,-1.42267,2.24388,-0.36777,-1.26124,-1.66695,-1.22052
1535591790.007861663,-0.255608,-0.419892,0.214099,0.386616,-0.291519,0.872968,0.0589146,-1.2832,-1.43233,2.24654,-0.361874,-1.26107,-1.66048,-1.2208
1535591790.027240631,-0.259073,-0.41843,0.210821,0.388033,-0.292357,0.872067,0.0587921,-1.27469,-1.44227,2.24928,-0.355806,-1.26089,-1.65382,-1.22109
1535591790.048115242,-0.262602,-0.416879,0.207442,0.38945,-0.293221,0.871157,0.0586182,-1.26595,-1.45248,2.2521,-0.349574,-1.26071,-1.64698,-1.22138
1535591790.067881707,-0.266191,-0.415237,0.203964,0.390864,-0.29411,0.870239,0.0583899,-1.25698,-1.46295,2.25498,-0.343183,-1.26053,-1.63997,-1.22168
1535591790.088235907,-0.269831,-0.413502,0.20039,0.39227,-0.295021,0.869316,0.0581042,-1.2478,-1.47367,2.25794,-0.336639,-1.26034,-1.63279,-1.22199
1535591790.108582670,-0.273516,-0.411673,0.196721,0.393663,-0.295955,0.868392,0.0577585,-1.23842,-1.48463,2.26096,-0.329949,-1.26014,-1.62544,-1.2223
1535591790.128854413,-0.277238,-0.409748,0.192963,0.395037,-0.296908,0.867469,0.0573503,-1.22884,-1.49582,2.26404,-0.323119,-1.25995,-1.61795,-1.22262
1535591790.150391126,-0.280991,-0.407728,0.189116,0.396388,-0.29788,0.86655,0.0568776,-1.21908,-1.50722,2.26719,-0.316157,-1.25974,-1.61031,-1.22295
1535591790.169692268,-0.284766,-0.40561,0.185185,0.397711,-0.298867,0.865639,0.0563385,-1.20913,-1.51884,2.27039,-0.309069,-1.25954,-1.60253,-1.22329
1535591790.190101822,-0.288557,-0.403395,0.181172,0.399001,-0.299869,0.864738,0.0557314,-1.19903,-1.53065,2.27364,-0.301862,-1.25933,-1.59462,-1.22362
1535591790.211735107,-0.292356,-0.401082,0.177082,0.400253,-0.300882,0.86385,0.0550551,-1.18876,-1.54264,2.27695,-0.294543,-1.25912,-1.58659,-1.22397
1535591790.231945968,-0.296156,-0.398672,0.172917,0.401464,-0.301905,0.862978,0.0543086,-1.17835,-1.5548,2.2803,-0.28712,-1.2589,-1.57844,-1.22432
1535591790.252969142,-0.299948,-0.396165,0.168682,0.402628,-0.302934,0.862126,0.0534914,-1.1678,-1.56712,2.2837,-0.279599,-1.25869,-1.57019,-1.22467
