time,x,y,z,qx,qy,qz,qw
1535563863.420478888,0.113033,0.818265,2.84947,0.41494,0.0945494,-0.347834,0.835402
1535563863.433671236,0.109657,0.820795,2.85004,0.416851,0.0964191,-0.349779,0.833423
1535563863.445260246,0.106847,0.82328,2.8503,0.415784,0.101093,-0.350711,0.833011
1535563863.457179517,0.102238,0.825835,2.85066,0.421186,0.101407,-0.349074,0.830943
1535563863.468263018,0.0988073,0.827912,2.852,0.421855,0.0998132,-0.34681,0.831745
1535563863.477920168,0.0938216,0.829824,2.85146,0.423113,0.101553,-0.34509,0.831611
1535563863.501436844,0.0821058,0.836749,2.85498,0.432639,0.0962349,-0.344582,0.827542
1535563863.525443318,0.0803689,0.840177,2.85677,0.425028,0.100259,-0.344025,0.831232
1535563863.544507315,0.0788203,0.841926,2.85759,0.426733,0.101569,-0.341263,0.831338
1535563863.557290714,0.0737202,0.846287,2.8597,0.425252,0.104003,-0.338942,0.832744
1535563863.580703796,0.0638358,0.8511,2.8626,0.425407,0.105726,-0.335893,0.833683
1535563863.601723201,0.0568201,0.855261,2.86555,0.425886,0.102415,-0.335298,0.834091
1535563863.626272456,0.0480534,0.858625,2.86761,0.427406,0.102643,-0.334001,0.833806
1535563863.646518033,0.0396472,0.861027,2.86695,0.43008,0.106122,-0.338835,0.830036
1535563863.669570897,0.0326096,0.863963,2.86586,0.430982,0.111417,-0.334116,0.830788
1535563863.692521820,0.0275883,0.866991,2.8654,0.428205,0.117071,-0.335695,0.830809
1535563863.711371078,0.0235986,0.871021,2.86478,0.425882,0.123963,-0.336135,0.830826
1535563863.741504364,0.0195237,0.876141,2.86601,0.423876,0.128431,-0.333299,0.832314
1535563863.759139611,0.0157443,0.880958,2.86647,0.418652,0.132015,-0.3347,0.833834
1535563863.779617626,0.00902417,0.88581,2.86497,0.41866,0.130624,-0.332067,0.8351
1535563863.804850911,0.00449872,0.890386,2.86431,0.414263,0.133187,-0.336689,0.835038
1535563863.824639276,0.000589472,0.895506,2.86276,0.411143,0.133197,-0.334599,0.837415
