time,x,y,z,qx,qy,qz,qw,j0,j1,j2,j3,j4,j5,j6
1535563862.523081084,-0.174598,-0.449693,0.315352,0.267001,-0.331319,0.888025,-0.17421,-1.35557,-1.25357,1.86852,-0.198864,-0.985916,-1.97717,-0.663134
1535563862.543778362,-0.176194,-0.448402,0.318217,0.266105,-0.331398,0.88837,-0.173671,-1.35245,-1.24434,1.86676,-0.205438,-0.983359,-1.97703,-0.658555
1535563862.563991837,-0.177887,-0.446989,0.321278,0.265147,-0.331477,0.888737,-0.173108,-1.3491,-1.23444,1.86487,-0.212486,-0.980617,-1.97689,-0.653647
1535563862.584749235,-0.17967,-0.445452,0.324532,0.264128,-0.331555,0.889125,-0.172525,-1.34553,-1.22389,1.86286,-0.22,-0.977693,-1.97674,-0.648413
1535563862.604890915,-0.181538,-0.443785,0.327973,0.263049,-0.331632,0.889532,-0.171925,-1.34175,-1.21269,1.86073,-0.227975,-0.97459,-1.97657,-0.642859
1535563862.625405125,-0.183483,-0.441986,0.331594,0.261914,-0.331707,0.889957,-0.171312,-1.33775,-1.20086,1.85847,-0.236401,-0.971312,-1.9764,-0.636991
1535563862.646053349,-0.1855,-0.440049,0.33539,0.260723,-0.331777,0.8904,-0.170691,-1.33354,-1.1884,1.8561,-0.24527,-0.967861,-1.97622,-0.630813
1535563862.665947553,-0.187581,-0.437971,0.339355,0.259479,-0.331842,0.890859,-0.170065,-1.32912,-1.17534,1.85361,-0.254574,-0.964241,-1.97603,-0.624333
1535563862.686525579,-0.189719,-0.435749,0.34348,0.258185,-0.331902,0.891332,-0.169438,-1.3245,-1.16168,1.85101,-0.264303,-0.960456,-1.97584,-0.617557
1535563862.706564733,-0.191905,-0.433378,0.347759,0.256844,-0.331954,0.891818,-0.168816,-1.31969,-1.14743,1.84829,-0.274448,-0.956508,-1.97563,-0.610491
1535563862.726817269,-0.194132,-0.430855,0.352185,0.255459,-0.331998,0.892315,-0.168201,-1.31468,-1.13261,1.84547,-0.284999,-0.952403,-1.97542,-0.603142
