time,x,y,z,qx,qy,qz,qw
1536123876.117416781,0.164019,-0.895081,0.30747,-0.263622,-0.742813,-0.575214,0.218771
1536123876.126590670,0.163189,-0.89555,0.307055,-0.262404,-0.743477,-0.57403,0.221079
1536123876.137862194,0.163606,-0.895502,0.306858,-0.261323,-0.74405,-0.573708,0.221265
1536123876.149817387,0.163771,-0.895702,0.306481,-0.262703,-0.74319,-0.574802,0.21968
1536123876.161752391,0.164384,-0.895761,0.305596,-0.264406,-0.743373,-0.573563,0.220255
1536123876.172643006,0.16482,-0.895535,0.305592,-0.263765,-0.744052,-0.573677,0.218429
1536123876.185385010,0.164883,-0.896167,0.304888,-0.264508,-0.743426,-0.574219,0.218234
1536123876.197218658,0.165184,-0.896297,0.304186,-0.265001,-0.74421,-0.573183,0.217687
1536123876.207382291,0.165169,-0.896372,0.304343,-0.264242,-0.743438,-0.575289,0.215683
1536123876.215563843,0.164831,-0.896314,0.304509,-0.263774,-0.743676,-0.574869,0.216552
1536123876.227480133,0.164761,-0.896384,0.304715,-0.262599,-0.744401,-0.57392,0.218003
1536123876.239181600,0.164967,-0.896748,0.30485,-0.263115,-0.742923,-0.576216,0.21636
1536123876.250906037,0.165101,-0.897532,0.303795,-0.265109,-0.742636,-0.575217,0.217564
1536123876.263446425,0.165706,-0.897392,0.303945,-0.263913,-0.744227,-0.574303,0.215993
1536123876.274077467,0.16616,-0.897804,0.303575,-0.265355,-0.742258,-0.57683,0.214261
1536123876.282855027,0.16596,-0.898241,0.302846,-0.264998,-0.744587,-0.574602,0.212601
1536123876.295267110,0.166002,-0.897869,0.303568,-0.26325,-0.743988,-0.575654,0.214019
1536123876.305860211,0.166359,-0.898131,0.303709,-0.264278,-0.742225,-0.577919,0.212767
1536123876.316040749,0.166263,-0.898356,0.303612,-0.26368,-0.742671,-0.577721,0.212489
1536123876.329817326,0.166492,-0.89866,0.30299,-0.262315,-0.743539,-0.57745,0.21188
1536123876.339883413,0.166256,-0.898671,0.303012,-0.263165,-0.743499,-0.577569,0.210634
1536123876.351512279,0.165705,-0.89902,0.30271,-0.262394,-0.743295,-0.577441,0.212661
1536123876.361604473,0.166448,-0.898887,0.302727,-0.261997,-0.743926,-0.576955,0.212261
1536123876.373174881,0.166683,-0.89897,0.302894,-0.262663,-0.742639,-0.579062,0.210199
1536123876.385342229,0.166419,-0.898999,0.302863,-0.26302,-0.742731,-0.578685,0.210464
1536123876.398405857,0.166334,-0.899112,0.302754,-0.262614,-0.743013,-0.578276,0.211098
1536123876.410189732,0.166398,-0.899334,0.30271,-0.262262,-0.742744,-0.579077,0.210285
1536123876.416848808,0.166218,-0.899792,0.301826,-0.263229,-0.74237,-0.578971,0.210691
1536123876.428867687,0.166386,-0.899984,0.301034,-0.263209,-0.744389,-0.576775,0.209611
1536123876.441352904,0.166942,-0.89966,0.301517,-0.262837,-0.744369,-0.577437,0.208321
1536123876.451045211,0.167849,-0.899858,0.301141,-0.264223,-0.742754,-0.579374,0.206951
1536123876.465015960,0.167486,-0.899983,0.301335,-0.264004,-0.743368,-0.579469,0.20475
1536123876.474922684,0.166862,-0.900095,0.301585,-0.262652,-0.743395,-0.578581,0.208859
1536123876.484416712,0.167477,-0.900521,0.301185,-0.262277,-0.743364,-0.578434,0.209846
1536123876.498393476,0.167904,-0.900781,0.301534,-0.262571,-0.74245,-0.580272,0.207627
1536123876.506574892,0.167958,-0.900886,0.301414,-0.262696,-0.742428,-0.580472,0.20699
1536123876.518031798,0.16794,-0.900777,0.301273,-0.262851,-0.742798,-0.579653,0.207759
1536123876.529753744,0.168144,-0.90096,0.301338,-0.263008,-0.742689,-0.579927,0.207183
1536123876.541438419,0.1683,-0.901024,0.301531,-0.262917,-0.742334,-0.580426,0.207174
1536123876.553694611,0.168369,-0.901353,0.301237,-0.262815,-0.741155,-0.582236,0.206445
1536123876.563289054,0.167951,-0.90171,0.300561,-0.262454,-0.742153,-0.581472,0.205468
1536123876.574451799,0.167473,-0.901777,0.300554,-0.261764,-0.743589,-0.579893,0.205619
1536123876.585682650,0.16727,-0.901795,0.300752,-0.260966,-0.743273,-0.580475,0.206133
1536123876.596161165,0.167377,-0.901793,0.301403,-0.260653,-0.742189,-0.582133,0.205757
